,Name,Label,Editing,Model,Model_Type,Specifier,Value,Units,Temperature_Value,Temperature_Units,Value_Average,Temperature_Average,Pressure,Process,Direction_of_Measurement,Resolution,DOI,Title,Access_Type,Publisher,Publication_Year,Authors,Journal,kL_avg,composition_name
471,Ca3Co4O9,,,ThermCond,total,κt,[1.34],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[973.0],Kelvin^(1.0),1.34,973.0,,,,,10.1007/s00339-018-1860-6,Effects of addition of Bi2Ca2Co2Oy on the thermoelectric properties of Ca3Co4O9 polycrystalline ceramics,payment,Springer,2018,"Feng Ningbo, Liao Y. W., Lu Y., He Y., Jin Y. R., Liu X. R.",Applied Physics A,1.34,Ca3Co4O9
471,Ca3Co4O9,,,ThermCond,total,κt,[1.34],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[973.0],Kelvin^(1.0),1.34,973.0,,,,,10.1007/s00339-018-1860-6,Effects of addition of Bi2Ca2Co2Oy on the thermoelectric properties of Ca3Co4O9 polycrystalline ceramics,payment,Springer,2018,"Feng Ningbo, Liao Y. W., Lu Y., He Y., Jin Y. R., Liu X. R.",Applied Physics A,1.34,Ca3Co4O9
471,Ca3Co4O9,,,ThermCond,total,κt,[1.34],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[973.0],Kelvin^(1.0),1.34,973.0,,,,,10.1007/s00339-018-1860-6,Effects of addition of Bi2Ca2Co2Oy on the thermoelectric properties of Ca3Co4O9 polycrystalline ceramics,payment,Springer,2018,"Feng Ningbo, Liao Y. W., Lu Y., He Y., Jin Y. R., Liu X. R.",Applied Physics A,1.34,Ca3Co4O9
472,Ca3Co4O9,,,ThermCond,total,thermal conductivity,[1.34],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[973.0],Kelvin^(1.0),1.34,973.0,,,,,10.1007/s00339-018-1860-6,Effects of addition of Bi2Ca2Co2Oy on the thermoelectric properties of Ca3Co4O9 polycrystalline ceramics,payment,Springer,2018,"Feng Ningbo, Liao Y. W., Lu Y., He Y., Jin Y. R., Liu X. R.",Applied Physics A,1.34,Ca3Co4O9
472,Ca3Co4O9,,,ThermCond,total,thermal conductivity,[1.34],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[973.0],Kelvin^(1.0),1.34,973.0,,,,,10.1007/s00339-018-1860-6,Effects of addition of Bi2Ca2Co2Oy on the thermoelectric properties of Ca3Co4O9 polycrystalline ceramics,payment,Springer,2018,"Feng Ningbo, Liao Y. W., Lu Y., He Y., Jin Y. R., Liu X. R.",Applied Physics A,1.34,Ca3Co4O9
472,Ca3Co4O9,,,ThermCond,total,thermal conductivity,[1.34],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[973.0],Kelvin^(1.0),1.34,973.0,,,,,10.1007/s00339-018-1860-6,Effects of addition of Bi2Ca2Co2Oy on the thermoelectric properties of Ca3Co4O9 polycrystalline ceramics,payment,Springer,2018,"Feng Ningbo, Liao Y. W., Lu Y., He Y., Jin Y. R., Liu X. R.",Applied Physics A,1.34,Ca3Co4O9
475,TlBiSe2,,,ThermCond,lattice,lattice thermal conductivity,[0.85],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.85,300.0,,,,,10.1016/j.commatsci.2020.109588,High figure of merit of monolayer Sb2Te2Se of ultra low lattice thermal conductivity ,payment,Elsevier,2020,XU,Computational Materials Science,0.85,TlBiSe2
477,TlBiSe2,,,ThermCond,lattice,lattice thermal conductivity,[0.85],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.85,300.0,,,,,10.1016/j.commatsci.2020.109588,High figure of merit of monolayer Sb2Te2Se of ultra low lattice thermal conductivity ,payment,Elsevier,2020,XU,Computational Materials Science,0.85,TlBiSe2
487,AgSbSe2,,,ThermCond,total,thermal conductivities,[0.2],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),0.2,295.0,,,,,10.1016/j.synthmet.2020.116606,Preparation and characterization of nanostructured (GeTe)75(AgSbTe2)x(AgSbSe2)y thermoelectric materials ,payment,Elsevier,2020,ZYBALA,Synthetic Metals,0.2,AgSbSe2
488,Cu2Se,,,ThermCond,lattice,lattice thermal conductivities,[0.4],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[973.0],Kelvin^(1.0),0.4,973.0,,,,,10.1016/j.nanoen.2012.02.010,Thermoelectric properties of copper selenide with ordered selenium layer and disordered copper layer ,payment,Elsevier,2012,YU,Nano Energy,0.4,Cu2Se
495,Bi2YO4Cu2Se2,,,ThermCond,total,thermal conductivity,[1.8],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),"[300.0, 873.0]",Kelvin^(1.0),1.8,586.5,,,,,10.1016/j.jssc.2016.03.032,"Electrical and thermal transport properties of layered Bi2YO4Cu2Se2
",payment,Elsevier,2016,XIAO,Journal of Solid State Chemistry,1.8,Bi2YO4Cu2Se2
495,Bi2YO4Cu2Se2,,,ThermCond,total,thermal conductivity,[1.8],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),"[300.0, 873.0]",Kelvin^(1.0),1.8,586.5,,,,,10.1016/j.jssc.2016.03.032,"Electrical and thermal transport properties of layered Bi2YO4Cu2Se2
",payment,Elsevier,2016,XIAO,Journal of Solid State Chemistry,1.8,Bi2YO4Cu2Se2
495,Bi2YO4Cu2Se2,,,ThermCond,total,thermal conductivity,[1.8],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),"[300.0, 873.0]",Kelvin^(1.0),1.8,586.5,,,,,10.1016/j.jssc.2016.03.032,"Electrical and thermal transport properties of layered Bi2YO4Cu2Se2
",payment,Elsevier,2016,XIAO,Journal of Solid State Chemistry,1.8,Bi2YO4Cu2Se2
495,Bi2YO4Cu2Se2,,,ThermCond,total,thermal conductivity,[1.8],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),"[300.0, 873.0]",Kelvin^(1.0),1.8,586.5,,,,,10.1016/j.jssc.2016.03.032,"Electrical and thermal transport properties of layered Bi2YO4Cu2Se2
",payment,Elsevier,2016,XIAO,Journal of Solid State Chemistry,1.8,Bi2YO4Cu2Se2
500,Co3O4,,,ThermCond,total,thermal conductivity,[0.51],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),0.51,295.0,,,,,10.1016/j.micromeso.2019.109969,Giant reduction in thermal conductivity of Co3O4 with ordered mesopore structures ,payment,Elsevier,2020,CHEN,Microporous and Mesoporous Materials,0.51,Co3O4
500,Co3O4,,,ThermCond,total,thermal conductivity,[0.51],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),0.51,295.0,,,,,10.1016/j.micromeso.2019.109969,Giant reduction in thermal conductivity of Co3O4 with ordered mesopore structures ,payment,Elsevier,2020,CHEN,Microporous and Mesoporous Materials,0.51,Co3O4
506,Co3O4,,,ThermCond,lattice,minimum lattice thermal conductivity κmin,[1.27],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),1.27,295.0,,,,,10.1016/j.micromeso.2019.109969,Giant reduction in thermal conductivity of Co3O4 with ordered mesopore structures ,payment,Elsevier,2020,CHEN,Microporous and Mesoporous Materials,1.27,Co3O4
506,Co3O4,,,ThermCond,lattice,minimum lattice thermal conductivity κmin,[1.27],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),1.27,295.0,,,,,10.1016/j.micromeso.2019.109969,Giant reduction in thermal conductivity of Co3O4 with ordered mesopore structures ,payment,Elsevier,2020,CHEN,Microporous and Mesoporous Materials,1.27,Co3O4
509,Cu12Sb4Se13,,,ThermCond,lattice,lattice thermal conductivity,[0.1],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.1,300.0,,,,,10.1016/j.jmat.2016.06.004,First-principles Debye–Callaway approach to lattice thermal conductivity ,open,Elsevier,2016,ZHANG,Journal of Materiomics,0.1,Cu12Sb4Se13
509,Cu12Sb4Se13,,,ThermCond,lattice,lattice thermal conductivity,[0.1],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.1,300.0,,,,,10.1016/j.jmat.2016.06.004,First-principles Debye–Callaway approach to lattice thermal conductivity ,open,Elsevier,2016,ZHANG,Journal of Materiomics,0.1,Cu12Sb4Se13
509,Cu12Sb4Se13,,,ThermCond,lattice,lattice thermal conductivity,[0.1],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.1,300.0,,,,,10.1016/j.jmat.2016.06.004,First-principles Debye–Callaway approach to lattice thermal conductivity ,open,Elsevier,2016,ZHANG,Journal of Materiomics,0.1,Cu12Sb4Se13
510,Cu3SbSe4,,,ThermCond,lattice,lattice thermal conductivity,[0.28],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.28,300.0,,,,,10.1016/j.jmat.2016.06.004,First-principles Debye–Callaway approach to lattice thermal conductivity ,open,Elsevier,2016,ZHANG,Journal of Materiomics,0.28,Cu3SbSe4
510,Cu3SbSe4,,,ThermCond,lattice,lattice thermal conductivity,[0.28],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.28,300.0,,,,,10.1016/j.jmat.2016.06.004,First-principles Debye–Callaway approach to lattice thermal conductivity ,open,Elsevier,2016,ZHANG,Journal of Materiomics,0.28,Cu3SbSe4
511,Cu12Sb4Se13,,,ThermCond,lattice,lattice thermal conductivity,[0.38],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.38,300.0,,,,,10.1016/j.jmat.2016.06.004,First-principles Debye–Callaway approach to lattice thermal conductivity ,open,Elsevier,2016,ZHANG,Journal of Materiomics,0.38,Cu12Sb4Se13
511,Cu12Sb4Se13,,,ThermCond,lattice,lattice thermal conductivity,[0.38],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.38,300.0,,,,,10.1016/j.jmat.2016.06.004,First-principles Debye–Callaway approach to lattice thermal conductivity ,open,Elsevier,2016,ZHANG,Journal of Materiomics,0.38,Cu12Sb4Se13
511,Cu12Sb4Se13,,,ThermCond,lattice,lattice thermal conductivity,[0.38],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.38,300.0,,,,,10.1016/j.jmat.2016.06.004,First-principles Debye–Callaway approach to lattice thermal conductivity ,open,Elsevier,2016,ZHANG,Journal of Materiomics,0.38,Cu12Sb4Se13
514,SiO2,,,ThermCond,total,thermal conductivity,[1.36],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),1.36,295.0,,,,,10.1016/S0167-577X(97)00217-6,Characteristics of p-type Bi0.5Sb1.5Te3 compounds doped with Te ,payment,Elsevier,1998,SEO,Materials Letters,1.36,SiO2
515,SiO2,,,ThermCond,total,thermal conductivity,[1.36],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),1.36,295.0,,,,,10.1016/S0921-5107(01)00912-6,Thermoelectric properties of p-type Te doped Bi0.5Sb1.5Te3 fabricated by powder extrusion ,payment,Elsevier,2002,PARK,Materials Science and Engineering: B,1.36,SiO2
517,SiO2,,,ThermCond,total,thermal conductivity,[1.36],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),1.36,295.0,,,,,10.1016/j.intermet.2005.10.018,Effect of powder mixing on thermoelectric properties in Bi2Te3-based sintered compounds ,payment,Elsevier,2006,LIM,Intermetallics,1.36,SiO2
554,Ca3PbO,,,ThermCond,lattice,lattice thermal conductivity,[1.23],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),1.23,295.0,,,,,10.1016/j.mtcomm.2020.101741,"An Ab Initio study of electronic, mechanical, thermoelectric and vibrational properties of Dirac Semimetals Ca3PbO and Ca3SnO ",payment,Elsevier,2020,KAUR,Materials Today Communications,1.23,Ca3PbO
555,Ca3PbO,,,ThermCond,total,thermal conductivity,[2.464],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[800.0],Kelvin^(1.0),2.464,800.0,,,,,10.1016/j.mtcomm.2020.101741,"An Ab Initio study of electronic, mechanical, thermoelectric and vibrational properties of Dirac Semimetals Ca3PbO and Ca3SnO ",payment,Elsevier,2020,KAUR,Materials Today Communications,2.464,Ca3PbO
556,Ca3PbO,,,ThermCond,total,thermal conductivity,[0.03],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[290.0],Kelvin^(1.0),0.03,290.0,,,,,10.1016/j.mtcomm.2020.101741,"An Ab Initio study of electronic, mechanical, thermoelectric and vibrational properties of Dirac Semimetals Ca3PbO and Ca3SnO ",payment,Elsevier,2020,KAUR,Materials Today Communications,0.03,Ca3PbO
557,Ca3PbO,,,ThermCond,lattice,lattice thermal conductivity,[1.23],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),1.23,295.0,,,,,10.1016/j.mtcomm.2020.101741,"An Ab Initio study of electronic, mechanical, thermoelectric and vibrational properties of Dirac Semimetals Ca3PbO and Ca3SnO ",payment,Elsevier,2020,KAUR,Materials Today Communications,1.23,Ca3PbO
575,Bi2Te3,,,ThermCond,total,thermal conductivity,[10.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),10.0,295.0,,,,,10.1016/j.actamat.2007.12.012,Thermodynamic analysis of the filling fraction limits for impurities in CoSb3 based on ab initio calculations ,payment,Elsevier,2008,SHI,Acta Materialia,10.0,Bi2Te3
575,Bi2Te3,,,ThermCond,total,thermal conductivity,[10.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),10.0,295.0,,,,,10.1016/j.actamat.2007.12.012,Thermodynamic analysis of the filling fraction limits for impurities in CoSb3 based on ab initio calculations ,payment,Elsevier,2008,SHI,Acta Materialia,10.0,Bi2Te3
578,Cu12Sb4S13,,,ThermCond,total,thermal conductivity,[1.25],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[423.0],Kelvin^(1.0),1.25,423.0,,,,,10.1039/c4cp04039b,Thermoelectric properties of a Mn substituted synthetic tetrahedrite,payment,RSC,2015,"Raju Chetty, Prem Kumar D. S., Gerda Rogl, Peter Rogl, Ernst Bauer, Herwig Michor, Satyam Suwas, Stephan Puchegger, Gerald Giester, Ramesh Chandra Mallik, Raju Chetty, Prem Kumar D. S., Gerda Rogl, Peter Rogl, Ernst Bauer, Herwig Michor, Satyam Suwas, Stephan Puchegger, Gerald Giester, Ramesh Chandra Mallik",Physical Chemistry Chemical Physics,1.25,Cu12Sb4S13
578,Cu12Sb4S13,,,ThermCond,total,thermal conductivity,[1.25],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[423.0],Kelvin^(1.0),1.25,423.0,,,,,10.1039/c4cp04039b,Thermoelectric properties of a Mn substituted synthetic tetrahedrite,payment,RSC,2015,"Raju Chetty, Prem Kumar D. S., Gerda Rogl, Peter Rogl, Ernst Bauer, Herwig Michor, Satyam Suwas, Stephan Puchegger, Gerald Giester, Ramesh Chandra Mallik, Raju Chetty, Prem Kumar D. S., Gerda Rogl, Peter Rogl, Ernst Bauer, Herwig Michor, Satyam Suwas, Stephan Puchegger, Gerald Giester, Ramesh Chandra Mallik",Physical Chemistry Chemical Physics,1.25,Cu12Sb4S13
578,Cu12Sb4S13,,,ThermCond,total,thermal conductivity,[1.25],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[423.0],Kelvin^(1.0),1.25,423.0,,,,,10.1039/c4cp04039b,Thermoelectric properties of a Mn substituted synthetic tetrahedrite,payment,RSC,2015,"Raju Chetty, Prem Kumar D. S., Gerda Rogl, Peter Rogl, Ernst Bauer, Herwig Michor, Satyam Suwas, Stephan Puchegger, Gerald Giester, Ramesh Chandra Mallik, Raju Chetty, Prem Kumar D. S., Gerda Rogl, Peter Rogl, Ernst Bauer, Herwig Michor, Satyam Suwas, Stephan Puchegger, Gerald Giester, Ramesh Chandra Mallik",Physical Chemistry Chemical Physics,1.25,Cu12Sb4S13
580,Cu12Sb4S13,,,ThermCond,total,thermal conductivity,[1.1],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[475.0],Kelvin^(1.0),1.1,475.0,,,,,10.1039/c4cp04039b,Thermoelectric properties of a Mn substituted synthetic tetrahedrite,payment,RSC,2015,"Raju Chetty, Prem Kumar D. S., Gerda Rogl, Peter Rogl, Ernst Bauer, Herwig Michor, Satyam Suwas, Stephan Puchegger, Gerald Giester, Ramesh Chandra Mallik, Raju Chetty, Prem Kumar D. S., Gerda Rogl, Peter Rogl, Ernst Bauer, Herwig Michor, Satyam Suwas, Stephan Puchegger, Gerald Giester, Ramesh Chandra Mallik",Physical Chemistry Chemical Physics,1.1,Cu12Sb4S13
580,Cu12Sb4S13,,,ThermCond,total,thermal conductivity,[1.1],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[475.0],Kelvin^(1.0),1.1,475.0,,,,,10.1039/c4cp04039b,Thermoelectric properties of a Mn substituted synthetic tetrahedrite,payment,RSC,2015,"Raju Chetty, Prem Kumar D. S., Gerda Rogl, Peter Rogl, Ernst Bauer, Herwig Michor, Satyam Suwas, Stephan Puchegger, Gerald Giester, Ramesh Chandra Mallik, Raju Chetty, Prem Kumar D. S., Gerda Rogl, Peter Rogl, Ernst Bauer, Herwig Michor, Satyam Suwas, Stephan Puchegger, Gerald Giester, Ramesh Chandra Mallik",Physical Chemistry Chemical Physics,1.1,Cu12Sb4S13
580,Cu12Sb4S13,,,ThermCond,total,thermal conductivity,[1.1],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[475.0],Kelvin^(1.0),1.1,475.0,,,,,10.1039/c4cp04039b,Thermoelectric properties of a Mn substituted synthetic tetrahedrite,payment,RSC,2015,"Raju Chetty, Prem Kumar D. S., Gerda Rogl, Peter Rogl, Ernst Bauer, Herwig Michor, Satyam Suwas, Stephan Puchegger, Gerald Giester, Ramesh Chandra Mallik, Raju Chetty, Prem Kumar D. S., Gerda Rogl, Peter Rogl, Ernst Bauer, Herwig Michor, Satyam Suwas, Stephan Puchegger, Gerald Giester, Ramesh Chandra Mallik",Physical Chemistry Chemical Physics,1.1,Cu12Sb4S13
582,Cu10Mn2Sb4S13,,,ThermCond,total,thermal conductivity,[0.17],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[575.0],Kelvin^(1.0),0.17,575.0,,,,,10.1039/c4cp04039b,Thermoelectric properties of a Mn substituted synthetic tetrahedrite,payment,RSC,2015,"Raju Chetty, Prem Kumar D. S., Gerda Rogl, Peter Rogl, Ernst Bauer, Herwig Michor, Satyam Suwas, Stephan Puchegger, Gerald Giester, Ramesh Chandra Mallik, Raju Chetty, Prem Kumar D. S., Gerda Rogl, Peter Rogl, Ernst Bauer, Herwig Michor, Satyam Suwas, Stephan Puchegger, Gerald Giester, Ramesh Chandra Mallik",Physical Chemistry Chemical Physics,0.17,Cu10Mn2Sb4S13
582,Cu10Mn2Sb4S13,,,ThermCond,total,thermal conductivity,[0.17],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[575.0],Kelvin^(1.0),0.17,575.0,,,,,10.1039/c4cp04039b,Thermoelectric properties of a Mn substituted synthetic tetrahedrite,payment,RSC,2015,"Raju Chetty, Prem Kumar D. S., Gerda Rogl, Peter Rogl, Ernst Bauer, Herwig Michor, Satyam Suwas, Stephan Puchegger, Gerald Giester, Ramesh Chandra Mallik, Raju Chetty, Prem Kumar D. S., Gerda Rogl, Peter Rogl, Ernst Bauer, Herwig Michor, Satyam Suwas, Stephan Puchegger, Gerald Giester, Ramesh Chandra Mallik",Physical Chemistry Chemical Physics,0.17,Cu10Mn2Sb4S13
582,Cu10Mn2Sb4S13,,,ThermCond,total,thermal conductivity,[0.17],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[575.0],Kelvin^(1.0),0.17,575.0,,,,,10.1039/c4cp04039b,Thermoelectric properties of a Mn substituted synthetic tetrahedrite,payment,RSC,2015,"Raju Chetty, Prem Kumar D. S., Gerda Rogl, Peter Rogl, Ernst Bauer, Herwig Michor, Satyam Suwas, Stephan Puchegger, Gerald Giester, Ramesh Chandra Mallik, Raju Chetty, Prem Kumar D. S., Gerda Rogl, Peter Rogl, Ernst Bauer, Herwig Michor, Satyam Suwas, Stephan Puchegger, Gerald Giester, Ramesh Chandra Mallik",Physical Chemistry Chemical Physics,0.17,Cu10Mn2Sb4S13
582,Cu10Mn2Sb4S13,,,ThermCond,total,thermal conductivity,[0.17],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[575.0],Kelvin^(1.0),0.17,575.0,,,,,10.1039/c4cp04039b,Thermoelectric properties of a Mn substituted synthetic tetrahedrite,payment,RSC,2015,"Raju Chetty, Prem Kumar D. S., Gerda Rogl, Peter Rogl, Ernst Bauer, Herwig Michor, Satyam Suwas, Stephan Puchegger, Gerald Giester, Ramesh Chandra Mallik, Raju Chetty, Prem Kumar D. S., Gerda Rogl, Peter Rogl, Ernst Bauer, Herwig Michor, Satyam Suwas, Stephan Puchegger, Gerald Giester, Ramesh Chandra Mallik",Physical Chemistry Chemical Physics,0.17,Cu10Mn2Sb4S13
584,MoS2,,,ThermCond,total,thermal conductivity,[83.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),83.0,295.0,,,,,10.1038/srep15070,First-Principles Determination of Ultralow Thermal Conductivity of monolayer WSe2,open,Springer,2015,"Zhou Wu-Xing, Chen Ke-Qiu",Scientific Reports,83.0,MoS2
585,MoS2,,,ThermCond,total,thermal conductivity,[23.3],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),23.3,295.0,,,,,10.1038/srep15070,First-Principles Determination of Ultralow Thermal Conductivity of monolayer WSe2,open,Springer,2015,"Zhou Wu-Xing, Chen Ke-Qiu",Scientific Reports,23.3,MoS2
599,AgSbTe2,,,ThermCond,total,κ,[0.6],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),0.6000000000000001,295.0,,,,,10.1016/j.jssc.2013.07.027,"A high-pressure route to thermoelectrics with low thermal conductivity: The solid solution series AgIn
x
Sb1−x
Te2 (x=0.1–0.6) ",payment,Elsevier,2013,SCHRODER,Journal of Solid State Chemistry,0.6,AgSbTe2
600,AgSbTe2,,,ThermCond,total,thermal conductivities,[0.6],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),0.6000000000000001,295.0,,,,,10.1016/j.jssc.2013.07.027,"A high-pressure route to thermoelectrics with low thermal conductivity: The solid solution series AgIn
x
Sb1−x
Te2 (x=0.1–0.6) ",payment,Elsevier,2013,SCHRODER,Journal of Solid State Chemistry,0.6,AgSbTe2
601,AgInTe2,,,ThermCond,total,thermal conductivity,[2.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),2.0,300.0,,,,,10.1016/j.jssc.2013.07.027,"A high-pressure route to thermoelectrics with low thermal conductivity: The solid solution series AgIn
x
Sb1−x
Te2 (x=0.1–0.6) ",payment,Elsevier,2013,SCHRODER,Journal of Solid State Chemistry,2.0,AgInTe2
602,AgSbTe2,,,ThermCond,total,thermal conductivity,[0.6],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.6000000000000001,300.0,,,,,10.1016/j.jssc.2013.07.027,"A high-pressure route to thermoelectrics with low thermal conductivity: The solid solution series AgIn
x
Sb1−x
Te2 (x=0.1–0.6) ",payment,Elsevier,2013,SCHRODER,Journal of Solid State Chemistry,0.6,AgSbTe2
610,LaFe4Sb12,,,ThermCond,lattice,lattice thermal conductivity,[1.6],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),1.6,300.0,,,,,10.1016/j.nanoen.2018.02.009,Simultaneous blocking of minority carrier and high energy phonon in p-type skutterudites ,payment,Elsevier,2018,REN,Nano Energy,1.6,LaFe4Sb12
610,LaFe4Sb12,,,ThermCond,lattice,lattice thermal conductivity,[1.6],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),1.6,300.0,,,,,10.1016/j.nanoen.2018.02.009,Simultaneous blocking of minority carrier and high energy phonon in p-type skutterudites ,payment,Elsevier,2018,REN,Nano Energy,1.6,LaFe4Sb12
616,Bi2Se3,,,ThermCond,lattice,κL,[1.3],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),1.3,300.0,,,,,10.1039/c6ee02674e,"High thermoelectric performance in Te-free (Bi,Sb)2Se3via structural transition induced band convergence and chemical bond softening",payment,RSC,2016,"Shanyu Wang, Yongxing Sun, Jiong Yang, Bo Duan, Lihua Wu, Wenqing Zhang, Jihui Yang, Shanyu Wang, Yongxing Sun, Jiong Yang, Bo Duan, Lihua Wu, Wenqing Zhang, Jihui Yang",Energy & Environmental Science,1.3,Bi2Se3
616,Bi2Se3,,,ThermCond,lattice,κL,[1.3],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),1.3,300.0,,,,,10.1039/c6ee02674e,"High thermoelectric performance in Te-free (Bi,Sb)2Se3via structural transition induced band convergence and chemical bond softening",payment,RSC,2016,"Shanyu Wang, Yongxing Sun, Jiong Yang, Bo Duan, Lihua Wu, Wenqing Zhang, Jihui Yang, Shanyu Wang, Yongxing Sun, Jiong Yang, Bo Duan, Lihua Wu, Wenqing Zhang, Jihui Yang",Energy & Environmental Science,1.3,Bi2Se3
617,Sb2Se3,,,ThermCond,lattice,κL,[1.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),1.0,300.0,,,,,10.1039/c6ee02674e,"High thermoelectric performance in Te-free (Bi,Sb)2Se3via structural transition induced band convergence and chemical bond softening",payment,RSC,2016,"Shanyu Wang, Yongxing Sun, Jiong Yang, Bo Duan, Lihua Wu, Wenqing Zhang, Jihui Yang, Shanyu Wang, Yongxing Sun, Jiong Yang, Bo Duan, Lihua Wu, Wenqing Zhang, Jihui Yang",Energy & Environmental Science,1.0,Sb2Se3
